layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.265600,16,12,3.259475,3.218515,2.616248,2.614984
model.1.conv,0.260200,32,24,3.218515,3.189638,2.614984,2.613856
model.10.cv2.conv,0.267000,256,188,3.189638,3.161650,2.613856,2.570268
model.13.cv2.conv,0.276800,128,93,3.161650,3.129114,2.570268,2.556793
model.16.cv2.conv,0.285900,64,46,3.129114,3.024627,2.556793,2.532691
model.17.conv,0.292800,64,46,3.024627,3.008989,2.532691,2.522917
model.19.cv2.conv,0.277400,128,93,3.008989,2.944757,2.522917,2.452532
model.2.cv2.conv,0.255200,64,48,2.944757,2.865704,2.452532,2.442532
model.20.conv,0.291000,128,91,2.865704,2.849513,2.442532,2.402054
model.22.cv2.conv,0.278600,256,185,2.849513,2.819664,2.402054,2.327433
model.23.cv2.0.0.conv,0.293000,64,46,2.819664,2.705501,2.327433,2.309595
model.23.cv2.0.1.conv,0.293900,64,46,2.705501,2.650320,2.309595,2.300973
model.23.cv2.1.0.conv,0.286200,64,46,2.650320,2.609597,2.300973,2.275521
model.23.cv2.1.1.conv,0.283700,64,46,2.609597,2.595802,2.275521,2.266899
model.23.cv2.2.0.conv,0.273900,64,47,2.595802,2.580556,2.266899,2.228785
model.23.cv2.2.1.conv,0.268700,64,47,2.580556,2.577238,2.228785,2.220489
model.23.cv3.0.0.1.conv,0.298300,80,57,2.577238,2.557072,2.220489,2.217338
model.23.cv3.0.1.1.conv,0.298500,80,57,2.557072,2.536758,2.217338,2.214164
model.23.cv3.1.0.1.conv,0.294300,80,57,2.536758,2.529987,2.214164,2.209932
model.23.cv3.1.1.1.conv,0.294600,80,57,2.529987,2.524908,2.209932,2.206758
model.23.cv3.2.0.1.conv,0.279400,80,58,2.524908,2.522480,2.206758,2.200686
model.23.cv3.2.1.1.conv,0.279900,80,58,2.522480,2.521256,2.200686,2.197628
model.3.conv,0.254700,64,48,2.521256,2.470364,2.197628,2.189676
model.4.cv2.conv,0.257500,128,96,2.470364,2.378408,2.189676,2.147660
model.5.conv,0.255100,128,96,2.378408,2.327567,2.147660,2.115884
model.6.cv2.conv,0.256100,128,96,2.327567,2.281640,2.115884,2.031884
model.7.conv,0.257300,256,191,2.281640,2.252494,2.031884,1.959019
model.8.cv2.conv,0.257700,256,191,2.252494,2.239156,1.959019,1.925674
model.9.cv2.conv,0.259300,256,190,2.239156,2.218855,1.925674,1.874920
