layer_name,ratio,out_before,out_after,GMACs_before,GMACs_after,MParams_before,MParams_after
model.0.conv,0.000000,16,15,3.259475,3.249235,2.616248,2.615932
model.1.conv,0.000000,32,31,3.249235,3.244934,2.615932,2.615764
model.10.cv2.conv,0.000000,256,255,3.244934,3.244523,2.615764,2.615123
model.13.cv2.conv,0.000900,128,127,3.244523,3.243593,2.615123,2.614738
model.16.cv2.conv,0.090900,64,59,3.243593,3.214569,2.614738,2.608043
model.17.conv,0.159500,64,54,3.214569,3.204009,2.608043,2.601443
model.19.cv2.conv,0.007400,128,127,3.204009,3.202174,2.601443,2.599432
model.2.cv2.conv,0.000000,64,63,3.202174,3.197233,2.599432,2.598807
model.20.conv,0.141400,128,110,3.197233,3.187153,2.598807,2.573607
model.22.cv2.conv,0.018800,256,252,3.187153,3.185472,2.573607,2.569403
model.23.cv2.0.0.conv,0.161400,64,54,3.185472,3.114560,2.569403,2.558323
model.23.cv2.0.1.conv,0.170400,64,54,3.114560,3.079296,2.558323,2.552813
model.23.cv2.1.0.conv,0.093800,64,58,3.079296,3.062784,2.552813,2.542493
model.23.cv2.1.1.conv,0.069600,64,60,3.062784,3.059027,2.542493,2.540145
model.23.cv2.2.0.conv,0.000000,64,63,3.059027,3.057889,2.540145,2.537300
model.23.cv2.2.1.conv,0.000000,64,63,3.057889,3.057636,2.537300,2.536668
model.23.cv3.0.0.1.conv,0.213900,80,63,3.057636,3.041316,2.536668,2.534118
model.23.cv3.0.1.1.conv,0.215600,80,63,3.041316,3.025649,2.534118,2.531670
model.23.cv3.1.0.1.conv,0.174000,80,67,3.025649,3.021114,2.531670,2.528836
model.23.cv3.1.1.1.conv,0.176600,80,66,3.021114,3.017799,2.528836,2.526764
model.23.cv3.2.0.1.conv,0.026500,80,78,3.017799,3.017525,2.526764,2.526078
model.23.cv3.2.1.1.conv,0.032400,80,78,3.017525,3.017398,2.526078,2.525760
model.3.conv,0.000000,64,63,3.017398,3.013353,2.525760,2.525128
model.4.cv2.conv,0.000000,128,127,3.013353,3.010479,2.525128,2.523815
model.5.conv,0.000000,128,127,3.010479,3.008444,2.523815,2.522543
model.6.cv2.conv,0.000000,128,127,3.008444,3.007009,2.522543,2.519918
model.7.conv,0.000000,256,255,3.007009,3.006449,2.519918,2.518518
model.8.cv2.conv,0.000000,256,255,3.006449,3.006244,2.518518,2.518005
model.9.cv2.conv,0.000000,256,255,3.006244,3.005936,2.518005,2.517236
